team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TBL,2024,TBL,TBL,Team Level,other,51,0.54,0.56,0.55,6720.0,101.36,25.82,8.19,17.42,3.3,54.89,25.38,24.38,25.82,24.38,99.0,36.0,61.0,196.0,26.0,9.0,0.0,19.0,0.0,49.0,32.0,73.0,109.0,3.0,6.0,72.0,13.0,4.0,23.0,63.0,37.0,35.0,2.39,4.8,18.63,4.0,4.0,18.0,196.0,135.0,135.0,8.0,2.43,2.67,2.67,25.58,25.58,24.36,80.19,22.32,5.53,13.44,2.78,40.99,26.95,20.09,22.32,20.09,68.0,44.0,41.0,153.0,20.0,4.0,0.0,8.0,2.0,40.0,38.0,48.0,92.0,2.0,4.0,83.0,21.0,6.0,23.0,51.0,25.0,36.0,1.95,3.37,16.99,2.0,4.0,14.0,153.0,112.0,112.0,8.0,1.59,1.25,1.25,22.65,22.65,20.83
TBL,2024,TBL,TBL,Team Level,all,51,0.53,0.51,0.51,185077.0,1604.44,169.82,113.31,376.1,52.89,859.33,614.56,162.74,171.15,163.99,1490.0,696.0,867.0,3053.0,176.0,149.0,17.0,327.0,3.0,690.0,841.0,1314.0,2010.0,168.0,385.0,1507.0,908.0,215.0,759.0,1565.0,434.0,187.0,45.59,55.12,69.1,61.0,59.0,56.0,3091.55,2186.0,2205.05,327.0,25.44,32.76,32.76,162.5,163.66,160.0,1538.81,148.1,104.02,379.48,52.03,828.12,603.26,140.31,147.2,139.52,1450.0,665.0,803.0,2918.0,142.0,145.0,13.0,319.0,6.0,635.0,868.0,1308.0,1973.0,182.0,413.0,1465.0,1224.0,235.0,755.0,1578.0,376.0,161.0,44.61,46.16,57.33,60.0,48.0,34.0,2883.21,2115.0,2101.12,368.0,22.98,28.42,28.42,142.66,142.03,137.46
TBL,2024,TBL,TBL,Team Level,5on5,51,0.52,0.5,0.5,152089.0,1260.01,108.34,83.49,312.45,41.69,676.67,503.35,104.36,109.67,105.61,1156.0,570.0,691.0,2417.0,108.0,112.0,11.0,267.0,3.0,538.0,698.0,1048.0,1618.0,151.0,351.0,1194.0,856.0,195.0,667.0,1294.0,326.0,106.0,37.55,41.37,29.42,50.0,44.0,14.0,2455.55,1726.0,1745.05,298.0,17.39,22.51,22.51,103.22,104.38,102.73,1248.9,100.89,79.65,321.54,42.02,673.36,500.55,96.87,100.0,96.08,1178.0,540.0,660.0,2378.0,94.0,114.0,8.0,280.0,3.0,514.0,713.0,1084.0,1624.0,164.0,374.0,1164.0,1154.0,213.0,672.0,1324.0,299.0,95.0,37.16,36.11,27.62,51.0,34.0,9.0,2343.21,1718.0,1704.12,337.0,16.54,22.98,22.98,94.45,93.82,92.26
TBL,2024,TBL,TBL,Team Level,4on5,51,0.15,0.15,0.17,12774.0,38.89,3.86,2.29,5.3,1.26,11.95,26.33,3.8,3.86,3.8,44.0,7.0,10.0,61.0,7.0,4.0,1.0,6.0,0.0,7.0,27.0,37.0,44.0,5.0,10.0,122.0,30.0,10.0,26.0,33.0,14.0,4.0,1.04,1.74,1.08,3.0,3.0,1.0,61.0,51.0,51.0,17.0,0.52,0.66,0.66,3.73,3.73,3.7,179.24,22.44,17.22,39.86,6.21,103.12,54.15,20.93,22.44,20.93,167.0,76.0,97.0,340.0,22.0,26.0,4.0,29.0,1.0,79.0,86.0,145.0,221.0,10.0,23.0,105.0,15.0,8.0,41.0,170.0,43.0,30.0,4.36,5.36,12.72,4.0,7.0,11.0,340.0,243.0,243.0,4.0,4.48,4.12,4.12,22.8,22.8,21.64
TBL,2024,TBL,TBL,Team Level,5on4,51,0.93,0.89,0.87,13494.0,204.18,31.79,19.35,40.92,6.63,115.82,59.49,30.2,31.79,30.2,191.0,83.0,105.0,379.0,35.0,24.0,5.0,35.0,0.0,96.0,84.0,156.0,239.0,9.0,18.0,119.0,9.0,6.0,43.0,175.0,57.0,42.0,4.61,7.22,19.97,4.0,8.0,23.0,379.0,274.0,274.0,4.0,5.1,6.92,6.92,29.97,29.97,29.21,30.48,2.45,1.61,4.65,1.01,10.65,21.62,2.43,2.45,2.43,37.0,5.0,5.0,47.0,6.0,1.0,1.0,2.0,0.0,2.0,31.0,31.0,36.0,6.0,12.0,113.0,34.0,8.0,19.0,33.0,9.0,0.0,1.14,1.31,0.0,3.0,3.0,0.0,47.0,42.0,42.0,19.0,0.37,0.07,0.07,2.76,2.76,2.74
CAR,2024,CAR,CAR,Team Level,other,53,0.52,0.56,0.58,7525.0,112.17,25.31,7.48,20.78,3.78,62.09,37.56,23.98,25.31,23.98,106.0,51.0,56.0,213.0,23.0,8.0,3.0,15.0,1.0,57.0,53.0,83.0,134.0,3.0,6.0,90.0,17.0,17.0,22.0,84.0,37.0,36.0,3.54,4.12,17.64,1.0,5.0,17.0,213.0,157.0,157.0,10.0,2.18,1.97,1.97,25.52,25.52,24.38,82.62,23.02,5.69,14.5,2.85,42.25,24.7,21.87,23.02,21.87,74.0,39.0,53.0,166.0,17.0,8.0,0.0,15.0,1.0,41.0,31.0,57.0,96.0,5.0,10.0,81.0,10.0,6.0,17.0,53.0,23.0,37.0,2.09,2.81,18.11,3.0,0.0,14.0,166.0,113.0,113.0,8.0,1.71,2.37,2.37,22.34,22.34,21.33
CAR,2024,CAR,CAR,Team Level,all,53,0.56,0.58,0.58,192124.0,1951.43,189.12,128.33,485.36,65.67,1059.99,753.53,179.99,190.42,181.23,1681.0,1001.0,1027.0,3709.0,176.0,212.0,20.0,363.0,6.0,914.0,1011.0,1505.0,2506.0,171.0,359.0,1691.0,995.0,298.0,832.0,1974.0,500.0,208.0,55.69,62.13,71.3,58.0,65.0,53.0,3747.21,2682.0,2704.43,362.0,28.45,38.12,38.2,179.37,180.52,174.44,1437.03,149.82,98.77,339.84,48.31,764.8,552.47,142.84,149.56,142.61,1323.0,631.0,680.0,2634.0,144.0,153.0,13.0,262.0,7.0,568.0,820.0,1179.0,1810.0,172.0,375.0,1535.0,1225.0,289.0,842.0,1377.0,389.0,188.0,39.35,47.46,63.01,52.0,49.0,43.0,2619.05,1954.0,1950.21,407.0,22.09,33.55,33.55,138.35,138.19,134.89
CAR,2024,CAR,CAR,Team Level,5on5,53,0.57,0.59,0.58,154742.0,1540.82,129.05,96.77,403.47,52.4,831.87,607.45,123.96,130.35,125.2,1299.0,822.0,866.0,2987.0,116.0,183.0,15.0,295.0,4.0,713.0,810.0,1183.0,2005.0,151.0,319.0,1336.0,931.0,249.0,732.0,1600.0,391.0,130.0,44.12,48.98,35.95,52.0,45.0,19.0,3025.21,2121.0,2143.43,320.0,20.15,33.63,33.7,115.5,116.64,114.4,1115.18,98.98,72.31,273.66,37.29,594.4,442.35,95.82,98.72,95.58,1029.0,490.0,546.0,2065.0,108.0,104.0,11.0,207.0,6.0,426.0,668.0,921.0,1411.0,156.0,343.0,1176.0,1137.0,256.0,743.0,1109.0,299.0,111.0,31.68,36.91,30.39,46.0,43.0,19.0,2050.05,1519.0,1515.21,367.0,15.04,23.4,23.4,90.61,90.46,89.23
CAR,2024,CAR,CAR,Team Level,4on5,53,0.15,0.14,0.16,14781.0,39.3,4.12,2.05,5.41,1.17,12.64,26.61,4.1,4.12,4.1,41.0,11.0,6.0,58.0,6.0,1.0,0.0,1.0,0.0,11.0,33.0,35.0,46.0,6.0,12.0,113.0,31.0,16.0,28.0,32.0,15.0,5.0,0.89,1.98,1.25,0.0,6.0,0.0,58.0,52.0,52.0,23.0,0.47,0.29,0.29,4.29,4.29,4.29,203.08,23.91,18.89,46.05,7.01,116.79,61.35,21.44,23.91,21.44,182.0,92.0,71.0,345.0,17.0,38.0,1.0,38.0,0.0,94.0,87.0,165.0,257.0,7.0,14.0,152.0,33.0,9.0,49.0,184.0,57.0,33.0,4.86,6.59,12.46,2.0,6.0,9.0,345.0,274.0,274.0,7.0,4.92,7.06,7.06,21.77,21.77,20.73
CAR,2024,CAR,CAR,Team Level,5on4,53,0.89,0.89,0.88,15076.0,259.14,30.65,22.04,55.7,8.32,153.39,81.9,27.95,30.65,27.95,235.0,117.0,99.0,451.0,31.0,20.0,2.0,52.0,1.0,133.0,115.0,204.0,321.0,11.0,22.0,152.0,16.0,16.0,50.0,258.0,57.0,37.0,7.14,7.05,16.46,5.0,9.0,17.0,451.0,352.0,352.0,9.0,5.65,2.25,2.25,34.06,34.06,31.38,36.15,3.91,1.87,5.63,1.15,11.36,24.08,3.71,3.91,3.71,38.0,10.0,10.0,58.0,2.0,3.0,1.0,2.0,0.0,7.0,34.0,36.0,46.0,4.0,8.0,126.0,45.0,18.0,33.0,31.0,10.0,7.0,0.73,1.14,2.04,1.0,0.0,1.0,58.0,48.0,48.0,25.0,0.43,0.72,0.72,3.62,3.62,3.59
VAN,2024,VAN,VAN,Team Level,other,52,0.48,0.47,0.47,7068.0,87.39,19.39,5.6,16.29,3.23,45.94,31.54,17.79,19.39,17.79,78.0,44.0,41.0,163.0,18.0,7.0,1.0,9.0,1.0,41.0,46.0,60.0,104.0,1.0,2.0,78.0,22.0,5.0,20.0,67.0,23.0,32.0,2.61,2.95,13.84,5.0,3.0,10.0,163.0,122.0,122.0,8.0,1.62,2.07,2.19,18.83,18.83,17.43,101.28,21.36,6.94,19.47,3.43,53.47,34.32,20.35,21.36,20.35,95.0,44.0,44.0,183.0,32.0,8.0,3.0,8.0,0.0,46.0,45.0,63.0,107.0,6.0,12.0,59.0,18.0,6.0,29.0,81.0,27.0,31.0,3.31,3.14,14.91,8.0,6.0,18.0,183.0,139.0,139.0,14.0,2.04,2.92,2.92,20.48,20.48,19.77
VAN,2024,VAN,VAN,Team Level,all,52,0.48,0.49,0.48,189927.0,1438.02,137.14,93.03,347.16,48.48,785.59,586.61,130.85,137.52,131.22,1325.0,673.0,832.0,2830.0,147.0,139.0,21.0,261.0,4.0,675.0,772.0,1178.0,1851.0,198.0,454.0,1439.0,1415.0,249.0,680.0,1527.0,309.0,162.0,40.82,39.31,57.01,60.0,39.0,48.0,2828.2,1998.0,2000.15,337.0,20.59,31.19,31.19,126.55,126.93,123.37,1554.44,149.1,103.08,378.63,52.59,845.51,615.09,141.99,150.04,142.91,1397.0,747.0,834.0,2978.0,163.0,146.0,26.0,281.0,1.0,708.0,845.0,1234.0,1981.0,185.0,424.0,1449.0,993.0,226.0,819.0,1604.0,379.0,161.0,43.78,48.2,57.13,66.0,46.0,51.0,2994.3,2144.0,2156.01,382.0,22.99,31.9,32.24,139.85,140.59,136.92
VAN,2024,VAN,VAN,Team Level,5on5,52,0.49,0.49,0.49,154162.0,1124.26,89.53,69.61,283.42,37.51,616.15,463.78,85.91,89.91,86.29,1032.0,528.0,696.0,2256.0,98.0,105.0,15.0,220.0,2.0,528.0,607.0,934.0,1462.0,188.0,434.0,1118.0,1320.0,228.0,597.0,1229.0,235.0,96.0,32.51,30.0,27.02,49.0,29.0,20.0,2254.2,1560.0,1562.15,307.0,14.34,22.27,22.15,81.72,82.1,80.71,1190.65,91.96,73.5,305.56,39.95,649.1,486.91,88.28,92.9,89.2,1057.0,590.0,679.0,2326.0,101.0,102.0,17.0,232.0,1.0,546.0,665.0,956.0,1546.0,169.0,392.0,1129.0,937.0,201.0,690.0,1297.0,265.0,85.0,33.78,34.24,23.93,54.0,31.0,16.0,2342.3,1647.0,1659.01,333.0,15.2,20.55,20.9,86.27,87.0,85.53
VAN,2024,VAN,VAN,Team Level,4on5,52,0.08,0.14,0.16,15328.0,43.87,2.81,1.81,6.7,1.4,14.14,33.14,2.77,2.81,2.77,45.0,15.0,5.0,65.0,2.0,3.0,0.0,0.0,1.0,13.0,41.0,43.0,58.0,4.0,8.0,124.0,55.0,9.0,24.0,50.0,10.0,0.0,1.31,1.5,0.0,1.0,1.0,0.0,65.0,60.0,60.0,17.0,0.42,0.21,0.21,3.02,3.02,2.98,228.64,32.2,20.54,48.5,7.99,130.66,70.11,29.81,32.2,29.81,205.0,105.0,103.0,413.0,26.0,32.0,6.0,38.0,0.0,113.0,101.0,179.0,284.0,7.0,14.0,144.0,10.0,13.0,67.0,194.0,76.0,40.0,5.63,9.43,17.15,3.0,6.0,17.0,413.0,310.0,310.0,8.0,5.27,8.07,8.07,29.4,29.4,27.93
VAN,2024,VAN,VAN,Team Level,5on4,52,0.88,0.86,0.84,13369.0,182.5,25.41,16.01,40.73,6.34,109.37,58.15,24.39,25.41,24.39,170.0,86.0,90.0,346.0,29.0,24.0,5.0,32.0,0.0,93.0,78.0,141.0,227.0,5.0,10.0,119.0,18.0,7.0,39.0,181.0,41.0,34.0,4.39,4.86,16.16,5.0,6.0,18.0,346.0,256.0,256.0,5.0,4.22,6.65,6.65,22.98,22.98,22.25,33.86,3.59,2.09,5.09,1.22,12.28,23.74,3.55,3.59,3.55,40.0,8.0,8.0,56.0,4.0,4.0,0.0,3.0,0.0,3.0,34.0,36.0,44.0,3.0,6.0,117.0,28.0,6.0,33.0,32.0,11.0,5.0,1.06,1.39,1.14,1.0,3.0,0.0,56.0,48.0,48.0,27.0,0.47,0.35,0.35,3.7,3.7,3.68
VGK,2024,VGK,VGK,Team Level,other,53,0.51,0.4,0.41,5722.0,70.41,23.63,4.88,10.75,2.34,36.66,18.74,22.25,23.63,22.25,66.0,31.0,33.0,130.0,24.0,7.0,0.0,9.0,0.0,34.0,23.0,42.0,73.0,1.0,2.0,69.0,15.0,9.0,23.0,34.0,27.0,36.0,1.52,3.73,18.37,3.0,5.0,16.0,130.0,97.0,97.0,12.0,1.48,1.86,1.86,23.25,23.25,22.38,101.78,23.07,7.74,17.85,3.49,57.92,27.93,19.85,23.07,19.85,85.0,53.0,56.0,194.0,12.0,11.0,2.0,18.0,4.0,57.0,36.0,73.0,126.0,1.0,2.0,67.0,12.0,11.0,20.0,63.0,40.0,35.0,2.56,4.83,15.67,1.0,4.0,7.0,194.0,138.0,138.0,7.0,2.39,4.13,4.13,21.32,21.32,19.07
VGK,2024,VGK,VGK,Team Level,all,53,0.53,0.5,0.51,192446.0,1716.62,181.47,114.41,409.14,56.9,917.13,662.95,169.69,182.23,170.44,1616.0,726.0,878.0,3220.0,176.0,172.0,20.0,350.0,4.0,784.0,856.0,1440.0,2166.0,123.0,276.0,1505.0,1026.0,286.0,831.0,1687.0,428.0,227.0,49.99,53.74,77.74,55.0,68.0,53.0,3239.36,2342.0,2357.57,407.0,25.25,38.14,38.14,168.58,169.37,162.37,1637.26,160.89,109.25,401.59,56.04,887.07,635.14,150.96,161.26,151.31,1427.0,823.0,949.0,3199.0,147.0,184.0,24.0,285.0,6.0,813.0,815.0,1280.0,2103.0,135.0,296.0,1451.0,1183.0,264.0,808.0,1647.0,417.0,186.0,47.5,52.17,61.23,51.0,50.0,46.0,3196.78,2250.0,2252.53,366.0,24.28,39.87,39.87,145.3,145.65,140.26
VGK,2024,VGK,VGK,Team Level,5on5,53,0.51,0.51,0.51,165157.0,1423.93,121.52,90.62,355.52,47.32,762.8,573.2,116.55,122.28,117.29,1331.0,620.0,760.0,2711.0,117.0,144.0,17.0,305.0,4.0,645.0,736.0,1214.0,1834.0,112.0,248.0,1228.0,975.0,260.0,761.0,1478.0,341.0,132.0,43.48,42.64,35.41,49.0,52.0,16.0,2730.36,1951.0,1966.57,379.0,18.81,30.24,30.24,110.09,110.88,108.79,1341.35,115.45,85.11,342.79,46.02,719.82,536.81,110.25,115.82,110.6,1173.0,673.0,798.0,2644.0,107.0,148.0,18.0,239.0,2.0,650.0,700.0,1066.0,1739.0,127.0,278.0,1192.0,1142.0,235.0,734.0,1400.0,322.0,124.0,39.81,40.88,34.77,46.0,36.0,25.0,2641.78,1846.0,1848.53,338.0,17.65,29.58,29.77,103.33,103.68,101.62
VGK,2024,VGK,VGK,Team Level,4on5,53,0.12,0.11,0.12,10551.0,24.5,2.75,1.57,3.89,0.9,7.96,15.93,2.73,2.75,2.73,23.0,10.0,7.0,40.0,5.0,0.0,0.0,1.0,0.0,5.0,22.0,18.0,28.0,3.0,10.0,88.0,28.0,13.0,17.0,21.0,8.0,4.0,0.66,0.94,1.15,2.0,3.0,0.0,40.0,33.0,33.0,14.0,0.36,0.0,0.0,3.11,3.11,3.08,170.13,19.87,15.28,37.44,5.78,102.1,54.53,18.4,19.87,18.4,147.0,88.0,89.0,324.0,25.0,22.0,3.0,26.0,0.0,102.0,60.0,122.0,210.0,2.0,6.0,97.0,7.0,11.0,30.0,165.0,46.0,24.0,4.66,5.24,9.97,3.0,9.0,13.0,324.0,235.0,235.0,1.0,3.97,5.39,5.2,18.64,18.64,17.59
VGK,2024,VGK,VGK,Team Level,5on4,53,0.93,0.9,0.89,11016.0,197.78,33.57,17.35,38.97,6.33,109.7,55.09,28.16,33.57,28.16,196.0,65.0,78.0,339.0,30.0,21.0,3.0,35.0,0.0,100.0,75.0,166.0,231.0,7.0,16.0,120.0,8.0,4.0,30.0,154.0,52.0,55.0,4.32,6.44,22.81,1.0,8.0,21.0,339.0,261.0,261.0,2.0,4.59,6.04,6.04,32.12,32.12,28.13,24.0,2.5,1.13,3.52,0.75,7.23,15.87,2.45,2.5,2.45,22.0,9.0,6.0,37.0,3.0,3.0,1.0,2.0,0.0,4.0,19.0,19.0,28.0,5.0,10.0,95.0,22.0,7.0,24.0,19.0,9.0,3.0,0.47,1.22,0.82,1.0,1.0,1.0,37.0,31.0,31.0,20.0,0.26,0.77,0.77,2.0,2.0,1.97
CGY,2024,CGY,CGY,Team Level,other,52,0.5,0.5,0.5,7505.0,108.03,28.11,7.38,18.94,3.57,55.75,37.26,25.48,28.11,25.48,98.0,53.0,62.0,213.0,24.0,3.0,0.0,18.0,1.0,54.0,51.0,74.0,127.0,4.0,8.0,85.0,22.0,12.0,28.0,83.0,27.0,41.0,2.98,3.24,21.88,3.0,3.0,18.0,213.0,151.0,151.0,11.0,2.13,0.54,0.73,29.51,29.51,26.85,113.31,27.63,7.7,19.42,3.69,56.46,38.09,25.82,27.63,25.82,100.0,53.0,60.0,213.0,27.0,12.0,3.0,16.0,1.0,55.0,42.0,73.0,126.0,4.0,8.0,104.0,20.0,14.0,24.0,75.0,36.0,42.0,2.69,4.87,20.07,7.0,4.0,16.0,213.0,153.0,153.0,7.0,2.28,3.74,3.74,26.18,26.18,25.17
CGY,2024,CGY,CGY,Team Level,all,52,0.49,0.51,0.51,189630.0,1653.92,157.23,107.8,416.42,57.18,903.7,654.68,148.92,157.14,148.84,1524.0,773.0,990.0,3287.0,138.0,151.0,14.0,347.0,7.0,734.0,920.0,1386.0,2159.0,203.0,481.0,1485.0,1151.0,295.0,815.0,1759.0,355.0,183.0,47.34,44.45,65.44,52.0,36.0,50.0,3261.54,2297.0,2288.16,377.0,24.02,30.45,30.45,150.81,150.56,144.85,1607.7,161.55,106.33,392.64,54.15,863.66,630.74,154.62,162.69,155.74,1515.0,695.0,905.0,3115.0,151.0,157.0,15.0,359.0,9.0,697.0,837.0,1364.0,2059.0,199.0,463.0,1739.0,1058.0,302.0,830.0,1617.0,418.0,175.0,45.35,52.97,63.23,49.0,60.0,42.0,3146.98,2210.0,2228.85,388.0,23.86,34.48,34.48,150.87,151.94,148.46
CGY,2024,CGY,CGY,Team Level,5on5,52,0.49,0.52,0.51,154482.0,1304.92,98.26,80.78,345.45,45.35,715.95,530.21,95.07,98.17,94.99,1187.0,629.0,813.0,2629.0,83.0,117.0,9.0,285.0,4.0,586.0,741.0,1104.0,1733.0,183.0,439.0,1159.0,1068.0,250.0,718.0,1441.0,275.0,100.0,37.51,34.19,26.56,43.0,24.0,16.0,2603.54,1816.0,1807.16,344.0,16.72,22.35,22.35,92.62,92.38,90.94,1254.1,102.93,78.14,321.68,42.12,677.54,509.65,99.93,104.07,101.06,1182.0,551.0,743.0,2476.0,83.0,116.0,9.0,297.0,7.0,545.0,685.0,1099.0,1650.0,181.0,425.0,1359.0,994.0,249.0,741.0,1338.0,299.0,96.0,37.08,38.03,27.83,36.0,38.0,9.0,2507.98,1733.0,1751.85,365.0,16.22,25.12,25.12,93.97,95.05,93.76
CGY,2024,CGY,CGY,Team Level,4on5,52,0.09,0.13,0.14,13521.0,34.02,2.63,1.68,4.95,1.08,11.23,24.43,2.6,2.63,2.6,39.0,7.0,13.0,59.0,4.0,1.0,0.0,4.0,0.0,1.0,36.0,35.0,42.0,8.0,16.0,116.0,45.0,15.0,20.0,34.0,12.0,0.0,0.95,1.68,0.0,0.0,4.0,0.0,59.0,46.0,46.0,16.0,0.38,0.16,0.16,2.85,2.85,2.82,211.96,28.09,19.17,47.68,7.48,121.55,64.03,26.07,28.09,26.07,201.0,87.0,97.0,385.0,35.0,28.0,2.0,44.0,1.0,91.0,89.0,166.0,253.0,6.0,12.0,150.0,8.0,16.0,48.0,182.0,72.0,34.0,5.0,8.61,14.48,5.0,14.0,16.0,385.0,288.0,288.0,3.0,5.05,5.28,5.28,27.85,27.85,26.76
CGY,2024,CGY,CGY,Team Level,5on4,52,0.91,0.9,0.89,14122.0,206.95,28.23,17.96,47.08,7.18,120.77,62.78,25.76,28.23,25.76,200.0,84.0,102.0,386.0,27.0,30.0,5.0,40.0,2.0,93.0,92.0,173.0,257.0,8.0,18.0,125.0,16.0,18.0,49.0,201.0,41.0,42.0,5.89,5.34,16.99,6.0,5.0,16.0,386.0,284.0,284.0,6.0,4.8,7.39,7.21,25.82,25.82,24.24,28.33,2.9,1.32,3.84,0.87,8.11,18.97,2.8,2.9,2.8,32.0,4.0,5.0,41.0,6.0,1.0,1.0,2.0,0.0,6.0,21.0,26.0,30.0,8.0,18.0,126.0,36.0,23.0,17.0,22.0,11.0,3.0,0.58,1.46,0.86,1.0,4.0,1.0,41.0,36.0,36.0,13.0,0.31,0.34,0.34,2.86,2.86,2.78
MTL,2024,MTL,MTL,Team Level,other,52,0.4,0.46,0.47,7533.0,91.62,16.95,6.48,16.54,3.2,51.98,30.87,15.82,16.95,15.82,74.0,52.0,43.0,169.0,18.0,5.0,1.0,11.0,3.0,52.0,37.0,56.0,108.0,7.0,19.0,92.0,27.0,17.0,18.0,71.0,31.0,24.0,3.04,3.56,10.35,2.0,6.0,10.0,169.0,126.0,126.0,5.0,1.87,1.33,1.33,17.49,17.49,16.35,104.26,24.98,7.32,17.96,3.37,53.64,32.73,23.28,24.98,23.28,99.0,41.0,58.0,198.0,20.0,12.0,1.0,16.0,1.0,52.0,39.0,79.0,120.0,4.0,11.0,86.0,20.0,7.0,20.0,68.0,38.0,34.0,3.1,5.04,16.83,2.0,6.0,12.0,198.0,140.0,140.0,8.0,2.16,4.24,4.24,22.9,22.9,22.05
MTL,2024,MTL,MTL,Team Level,all,52,0.45,0.47,0.47,189452.0,1490.18,148.25,99.79,354.83,50.57,811.55,592.02,143.26,147.28,142.33,1348.0,709.0,850.0,2907.0,151.0,136.0,20.0,258.0,8.0,689.0,815.0,1197.0,1906.0,208.0,451.0,1423.0,1228.0,254.0,715.0,1467.0,444.0,146.0,45.53,54.6,48.11,58.0,52.0,41.0,2877.08,2057.0,2040.66,327.0,22.08,26.95,27.69,142.63,141.56,138.12,1682.97,180.27,113.38,395.7,55.78,894.1,646.76,170.54,182.89,172.99,1524.0,762.0,972.0,3258.0,174.0,168.0,20.0,311.0,2.0,690.0,941.0,1350.0,2112.0,183.0,397.0,1417.0,1078.0,259.0,701.0,1610.0,455.0,221.0,48.04,56.47,75.76,63.0,65.0,46.0,3301.97,2286.0,2314.77,328.0,25.32,39.95,40.0,165.6,167.64,163.03
MTL,2024,MTL,MTL,Team Level,5on5,52,0.46,0.48,0.48,150932.0,1166.84,103.97,74.68,290.6,39.9,636.32,475.53,101.12,103.0,100.19,1070.0,551.0,712.0,2333.0,101.0,111.0,13.0,216.0,4.0,526.0,663.0,969.0,1520.0,181.0,389.0,1072.0,1140.0,204.0,629.0,1190.0,341.0,90.0,36.55,42.48,24.93,50.0,36.0,15.0,2303.08,1621.0,1604.66,300.0,15.46,20.08,20.11,99.31,98.24,96.76,1302.17,120.89,82.77,322.72,43.5,686.79,515.31,116.09,123.51,118.54,1167.0,605.0,749.0,2521.0,124.0,137.0,17.0,243.0,1.0,499.0,768.0,1043.0,1648.0,162.0,353.0,1047.0,1008.0,219.0,611.0,1288.0,341.0,143.0,38.05,42.4,40.45,53.0,50.0,21.0,2564.97,1772.0,1800.77,301.0,17.18,30.76,31.15,106.93,108.97,107.15
MTL,2024,MTL,MTL,Team Level,4on5,52,0.12,0.12,0.14,16635.0,42.1,4.13,2.07,6.5,1.32,12.82,28.17,4.07,4.13,4.07,43.0,12.0,10.0,65.0,6.0,1.0,0.0,2.0,0.0,8.0,38.0,37.0,49.0,9.0,21.0,140.0,49.0,18.0,23.0,35.0,16.0,4.0,1.24,1.86,1.03,0.0,3.0,3.0,65.0,55.0,55.0,20.0,0.47,0.07,0.07,4.52,4.52,4.45,241.13,30.85,21.32,49.39,7.63,141.47,74.35,27.66,30.85,27.66,219.0,106.0,154.0,479.0,26.0,18.0,2.0,51.0,0.0,127.0,103.0,193.0,299.0,8.0,17.0,150.0,11.0,18.0,50.0,219.0,67.0,39.0,5.92,7.98,16.95,6.0,8.0,12.0,479.0,325.0,325.0,2.0,5.53,4.87,4.53,31.85,31.85,29.95
