team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
UTA,2024,UTA,UTA,Team Level,4on5,49,0.08,0.09,0.11,14962.0,28.84,2.5,1.33,4.58,1.02,9.05,19.54,2.42,2.5,2.42,28.0,10.0,9.0,47.0,2.0,1.0,0.0,0.0,0.0,4.0,31.0,26.0,36.0,11.0,24.0,144.0,26.0,17.0,30.0,26.0,8.0,4.0,0.56,0.95,0.98,1.0,1.0,0.0,47.0,38.0,38.0,26.0,0.31,0.18,0.18,2.62,2.62,2.54,231.87,27.53,20.02,50.55,7.58,135.28,73.04,26.05,27.53,26.05,210.0,104.0,138.0,452.0,26.0,18.0,5.0,44.0,1.0,135.0,90.0,184.0,288.0,8.0,16.0,121.0,18.0,27.0,54.0,210.0,77.0,27.0,6.07,8.9,12.56,4.0,5.0,17.0,452.0,314.0,314.0,4.0,5.08,4.46,4.46,28.15,28.15,26.93
UTA,2024,UTA,UTA,Team Level,5on4,49,0.9,0.87,0.86,12953.0,174.28,26.3,13.88,34.47,5.4,102.16,55.78,25.07,26.3,25.07,152.0,86.0,83.0,321.0,27.0,10.0,1.0,32.0,0.0,93.0,76.0,125.0,211.0,11.0,22.0,121.0,10.0,12.0,41.0,146.0,61.0,31.0,3.73,6.97,15.61,4.0,5.0,18.0,321.0,238.0,238.0,6.0,3.56,3.33,3.3,26.57,26.57,25.53,28.58,2.86,1.27,4.38,0.9,8.88,19.7,2.81,2.86,2.81,34.0,4.0,9.0,47.0,3.0,1.0,1.0,1.0,0.0,9.0,24.0,31.0,35.0,3.0,6.0,107.0,32.0,20.0,20.0,25.0,10.0,3.0,0.86,1.25,0.74,2.0,1.0,0.0,47.0,38.0,38.0,17.0,0.29,0.13,0.13,3.01,3.01,2.99
WPG,2024,WPG,WPG,Team Level,other,51,0.5,0.49,0.51,6067.0,80.34,20.63,5.51,14.39,2.71,44.91,25.91,19.59,20.63,19.59,78.0,37.0,34.0,149.0,32.0,5.0,2.0,10.0,0.0,34.0,34.0,46.0,83.0,1.0,2.0,76.0,21.0,4.0,16.0,63.0,24.0,28.0,2.32,2.97,15.34,4.0,8.0,20.0,149.0,115.0,115.0,13.0,1.62,1.34,1.34,20.84,20.84,19.97,80.37,20.35,5.62,14.51,2.62,40.66,26.24,18.68,20.35,18.68,79.0,31.0,44.0,154.0,21.0,11.0,2.0,10.0,0.0,42.0,26.0,58.0,89.0,3.0,6.0,58.0,18.0,7.0,11.0,60.0,19.0,31.0,2.27,2.45,15.62,3.0,2.0,16.0,154.0,110.0,110.0,5.0,1.62,3.49,3.49,18.47,18.47,17.38
WPG,2024,WPG,WPG,Team Level,all,51,0.52,0.49,0.5,184546.0,1577.99,157.76,104.3,385.83,53.0,853.66,621.53,149.74,159.33,151.27,1448.0,729.0,765.0,2942.0,180.0,161.0,22.0,311.0,3.0,677.0,845.0,1268.0,1997.0,154.0,343.0,1397.0,993.0,276.0,727.0,1582.0,418.0,177.0,43.29,51.46,63.01,60.0,60.0,60.0,2986.29,2177.0,2203.94,343.0,23.05,33.9,33.96,146.78,148.22,144.05,1576.01,147.16,105.07,392.93,53.93,863.5,629.41,140.3,146.97,140.08,1429.0,763.0,874.0,3066.0,124.0,162.0,16.0,319.0,4.0,743.0,840.0,1305.0,2068.0,159.0,345.0,1412.0,1236.0,260.0,730.0,1678.0,354.0,160.0,45.12,44.73,57.31,46.0,30.0,48.0,3029.76,2192.0,2177.22,355.0,23.37,30.65,30.65,139.88,139.55,136.11
WPG,2024,WPG,WPG,Team Level,5on5,51,0.52,0.5,0.5,153888.0,1286.06,105.68,80.54,329.25,43.23,694.94,523.37,101.53,107.24,103.06,1168.0,609.0,662.0,2439.0,106.0,131.0,17.0,270.0,3.0,552.0,715.0,1062.0,1671.0,141.0,317.0,1112.0,942.0,238.0,652.0,1359.0,313.0,105.0,36.08,38.27,31.32,47.0,40.0,19.0,2483.29,1777.0,1803.94,306.0,16.71,27.13,27.19,95.18,96.62,94.87,1254.18,97.27,79.27,325.41,42.96,693.4,515.69,93.72,97.09,93.5,1132.0,622.0,715.0,2469.0,76.0,118.0,13.0,273.0,4.0,603.0,680.0,1056.0,1678.0,141.0,309.0,1111.0,1168.0,232.0,661.0,1383.0,285.0,86.0,37.39,36.16,23.71,37.0,25.0,14.0,2432.76,1754.0,1739.22,330.0,16.4,22.64,22.64,91.04,90.69,89.15
WPG,2024,WPG,WPG,Team Level,4on5,51,0.11,0.09,0.11,12756.0,27.52,3.34,1.52,3.54,0.83,8.16,17.61,3.28,3.34,3.28,26.0,9.0,2.0,37.0,1.0,1.0,0.0,1.0,0.0,8.0,24.0,25.0,34.0,6.0,12.0,104.0,24.0,21.0,22.0,18.0,12.0,5.0,0.45,1.64,1.25,0.0,1.0,0.0,37.0,35.0,35.0,20.0,0.35,0.15,0.15,3.54,3.54,3.49,205.42,26.45,18.34,46.95,7.12,117.65,62.5,24.93,26.45,24.93,179.0,100.0,109.0,388.0,26.0,29.0,0.0,33.0,0.0,92.0,99.0,153.0,253.0,12.0,24.0,143.0,16.0,8.0,33.0,199.0,41.0,39.0,4.63,4.92,16.9,6.0,3.0,17.0,388.0,279.0,279.0,0.0,4.92,3.95,3.95,27.42,27.42,26.74
WPG,2024,WPG,WPG,Team Level,5on4,51,0.9,0.85,0.84,11835.0,184.06,28.11,16.73,38.65,6.22,105.66,54.64,25.35,28.11,25.35,176.0,74.0,67.0,317.0,41.0,24.0,3.0,30.0,0.0,83.0,72.0,135.0,209.0,6.0,12.0,105.0,6.0,13.0,37.0,142.0,69.0,39.0,4.43,8.58,15.1,9.0,11.0,21.0,317.0,250.0,250.0,4.0,4.38,5.28,5.28,27.22,27.22,25.71,36.04,3.1,1.84,6.06,1.24,11.8,24.97,2.96,3.1,2.96,39.0,10.0,6.0,55.0,1.0,4.0,1.0,3.0,0.0,6.0,35.0,38.0,48.0,3.0,6.0,100.0,34.0,13.0,25.0,36.0,9.0,4.0,0.82,1.2,1.08,0.0,0.0,1.0,55.0,49.0,49.0,20.0,0.43,0.57,0.57,2.95,2.95,2.84
ANA,2024,ANA,ANA,Team Level,other,49,0.44,0.42,0.43,6492.0,87.12,20.92,5.97,16.22,3.06,45.47,28.35,19.33,20.92,19.33,83.0,37.0,42.0,162.0,19.0,11.0,1.0,13.0,0.0,40.0,37.0,64.0,101.0,4.0,8.0,77.0,17.0,6.0,19.0,60.0,29.0,31.0,2.38,3.7,14.85,6.0,4.0,9.0,162.0,120.0,120.0,8.0,1.71,3.06,3.06,19.58,19.58,18.73,111.85,27.11,7.71,19.27,3.95,61.06,37.89,23.34,27.11,23.34,111.0,46.0,67.0,224.0,22.0,5.0,1.0,21.0,1.0,52.0,56.0,89.0,135.0,1.0,2.0,87.0,21.0,8.0,15.0,72.0,42.0,43.0,3.29,5.06,18.76,2.0,7.0,13.0,224.0,157.0,157.0,9.0,2.38,2.42,2.42,27.06,27.06,23.53
ANA,2024,ANA,ANA,Team Level,all,49,0.44,0.46,0.46,178862.0,1502.58,144.83,97.38,366.51,50.38,811.44,595.51,137.33,143.77,136.36,1380.0,687.0,772.0,2839.0,121.0,164.0,13.0,299.0,6.0,636.0,841.0,1259.0,1946.0,175.0,369.0,1242.0,1146.0,220.0,711.0,1541.0,362.0,164.0,45.13,44.42,55.28,48.0,42.0,31.0,2802.22,2067.0,2048.91,329.0,21.5,34.49,34.49,131.78,130.89,127.39,1756.99,183.66,119.55,420.16,59.13,944.19,680.31,173.24,184.9,174.48,1586.0,821.0,946.0,3353.0,151.0,181.0,22.0,384.0,5.0,756.0,930.0,1435.0,2256.0,168.0,359.0,1560.0,840.0,226.0,658.0,1719.0,471.0,217.0,51.09,58.72,73.84,35.0,59.0,57.0,3396.83,2407.0,2429.54,308.0,26.8,37.78,37.84,172.62,173.76,166.95
ANA,2024,ANA,ANA,Team Level,5on5,49,0.44,0.46,0.46,145893.0,1177.63,95.25,72.3,298.23,39.23,632.72,482.33,91.59,94.19,90.61,1072.0,549.0,627.0,2248.0,85.0,124.0,11.0,244.0,4.0,477.0,687.0,987.0,1536.0,160.0,339.0,955.0,1088.0,186.0,634.0,1264.0,260.0,97.0,35.97,32.27,27.01,39.0,33.0,13.0,2211.22,1621.0,1602.91,298.0,14.96,24.95,25.14,85.0,84.1,82.49,1388.44,123.33,89.45,349.59,46.84,745.53,551.27,118.74,124.57,119.97,1233.0,673.0,780.0,2686.0,97.0,143.0,15.0,311.0,3.0,598.0,754.0,1136.0,1809.0,160.0,341.0,1215.0,790.0,191.0,585.0,1415.0,359.0,132.0,41.74,45.28,36.3,29.0,44.0,24.0,2729.83,1906.0,1928.54,280.0,18.58,28.14,28.55,113.35,114.49,112.65
ANA,2024,ANA,ANA,Team Level,4on5,49,0.11,0.12,0.12,12705.0,30.92,3.59,1.53,5.33,1.26,9.71,20.57,2.8,3.59,2.8,33.0,9.0,11.0,53.0,0.0,7.0,0.0,1.0,0.0,7.0,27.0,33.0,42.0,6.0,12.0,104.0,36.0,17.0,21.0,29.0,7.0,6.0,0.85,0.9,1.84,0.0,0.0,0.0,53.0,42.0,42.0,17.0,0.35,2.0,2.0,1.95,1.95,1.83,223.59,29.96,20.71,46.68,7.28,127.39,67.98,27.96,29.96,27.96,210.0,90.0,96.0,396.0,30.0,33.0,6.0,48.0,1.0,98.0,90.0,180.0,270.0,1.0,2.0,125.0,6.0,6.0,33.0,204.0,57.0,39.0,5.19,6.75,18.0,3.0,7.0,20.0,396.0,300.0,300.0,1.0,5.47,7.22,6.86,28.56,28.56,27.2
ANA,2024,ANA,ANA,Team Level,5on4,49,0.88,0.89,0.87,13772.0,206.91,25.06,17.59,46.74,6.82,123.54,64.25,23.63,25.06,23.63,192.0,92.0,92.0,376.0,17.0,22.0,1.0,41.0,2.0,112.0,90.0,175.0,267.0,5.0,10.0,106.0,5.0,11.0,37.0,188.0,66.0,30.0,5.94,7.54,11.58,3.0,5.0,9.0,376.0,284.0,284.0,6.0,4.49,4.49,4.3,25.26,25.26,24.32,33.11,3.26,1.67,4.64,1.06,10.2,23.18,3.21,3.26,3.21,32.0,12.0,3.0,47.0,2.0,0.0,0.0,4.0,0.0,8.0,30.0,30.0,42.0,6.0,14.0,133.0,23.0,21.0,25.0,28.0,13.0,3.0,0.86,1.62,0.78,1.0,1.0,0.0,47.0,44.0,44.0,18.0,0.38,0.0,0.0,3.64,3.64,3.58
CGY,2024,CGY,CGY,Team Level,other,48,0.5,0.5,0.49,6806.0,97.33,24.57,6.76,17.22,3.19,50.21,35.05,23.43,24.57,23.43,88.0,49.0,58.0,195.0,22.0,3.0,0.0,18.0,1.0,47.0,46.0,66.0,115.0,3.0,6.0,75.0,22.0,11.0,25.0,75.0,27.0,35.0,2.79,3.24,18.53,3.0,3.0,16.0,195.0,137.0,137.0,11.0,1.92,0.54,0.73,25.76,25.76,24.66,104.22,24.43,7.17,17.97,3.39,51.9,35.13,22.86,24.43,22.86,92.0,48.0,56.0,196.0,25.0,12.0,3.0,11.0,1.0,51.0,40.0,67.0,115.0,3.0,6.0,96.0,18.0,13.0,22.0,69.0,33.0,38.0,2.6,4.41,17.43,7.0,4.0,14.0,196.0,140.0,140.0,7.0,2.13,3.74,3.74,22.83,22.83,22.06
CGY,2024,CGY,CGY,Team Level,all,48,0.49,0.51,0.51,175230.0,1515.97,143.19,98.65,381.38,52.35,825.42,603.01,136.71,143.25,136.76,1392.0,712.0,914.0,3018.0,129.0,141.0,14.0,308.0,5.0,678.0,843.0,1263.0,1975.0,187.0,446.0,1350.0,1069.0,277.0,767.0,1612.0,324.0,168.0,43.4,40.71,59.08,49.0,34.0,46.0,2998.61,2104.0,2098.78,354.0,21.98,28.66,28.66,136.51,136.48,132.46,1487.07,149.12,98.47,362.41,49.94,797.28,581.84,142.92,150.07,143.84,1405.0,635.0,827.0,2867.0,142.0,145.0,15.0,329.0,9.0,639.0,776.0,1263.0,1898.0,182.0,426.0,1625.0,975.0,279.0,778.0,1486.0,394.0,160.0,42.13,49.92,57.07,46.0,56.0,40.0,2894.46,2040.0,2055.68,368.0,22.09,31.43,31.43,139.72,140.6,137.56
CGY,2024,CGY,CGY,Team Level,5on5,48,0.49,0.51,0.51,142882.0,1195.46,90.1,73.73,315.63,41.46,654.21,486.86,87.19,90.16,87.25,1085.0,577.0,750.0,2412.0,79.0,108.0,9.0,250.0,3.0,544.0,678.0,1006.0,1583.0,169.0,408.0,1061.0,988.0,235.0,675.0,1320.0,248.0,94.0,34.41,30.92,24.77,41.0,23.0,15.0,2392.61,1662.0,1656.78,321.0,15.27,20.72,20.72,84.65,84.62,83.28,1161.97,95.04,72.57,297.76,38.99,626.5,471.21,92.48,95.99,93.4,1096.0,507.0,678.0,2281.0,77.0,106.0,9.0,276.0,7.0,500.0,637.0,1019.0,1526.0,166.0,392.0,1273.0,921.0,229.0,694.0,1233.0,283.0,87.0,34.22,36.07,24.75,34.0,34.0,9.0,2308.46,1603.0,1618.68,345.0,15.07,22.36,22.36,87.7,88.58,87.44
CGY,2024,CGY,CGY,Team Level,4on5,48,0.09,0.14,0.15,12450.0,33.35,2.61,1.65,4.88,1.06,10.97,23.83,2.58,2.61,2.58,38.0,7.0,13.0,58.0,4.0,1.0,0.0,4.0,0.0,1.0,35.0,34.0,41.0,7.0,14.0,104.0,44.0,14.0,20.0,33.0,12.0,0.0,0.93,1.68,0.0,0.0,4.0,0.0,58.0,45.0,45.0,16.0,0.37,0.16,0.16,2.83,2.83,2.8,194.75,27.22,17.55,43.22,6.79,111.41,57.81,25.25,27.22,25.25,188.0,76.0,89.0,353.0,35.0,26.0,2.0,40.0,1.0,83.0,79.0,153.0,229.0,6.0,12.0,140.0,8.0,15.0,45.0,163.0,68.0,33.0,4.78,8.17,14.27,5.0,14.0,16.0,353.0,264.0,264.0,3.0,4.62,4.99,4.99,26.84,26.84,25.79
CGY,2024,CGY,CGY,Team Level,5on4,48,0.91,0.91,0.89,13092.0,189.82,25.91,16.51,43.65,6.64,110.04,57.27,23.49,25.91,23.49,181.0,79.0,93.0,353.0,24.0,29.0,5.0,36.0,1.0,86.0,84.0,157.0,236.0,8.0,18.0,110.0,15.0,17.0,47.0,184.0,37.0,39.0,5.26,4.86,15.78,5.0,4.0,15.0,353.0,260.0,260.0,6.0,4.42,7.24,7.05,23.28,23.28,21.73,26.13,2.42,1.18,3.46,0.77,7.48,17.69,2.33,2.42,2.33,29.0,4.0,4.0,37.0,5.0,1.0,1.0,2.0,0.0,5.0,20.0,24.0,28.0,7.0,16.0,116.0,28.0,22.0,17.0,21.0,10.0,2.0,0.54,1.28,0.61,0.0,4.0,1.0,37.0,33.0,33.0,13.0,0.28,0.34,0.34,2.35,2.35,2.28
PHI,2024,PHI,PHI,Team Level,other,51,0.51,0.5,0.52,7887.0,119.21,25.07,8.31,21.49,3.73,59.42,40.98,24.26,25.07,24.26,108.0,51.0,54.0,213.0,28.0,9.0,0.0,12.0,1.0,49.0,60.0,80.0,131.0,6.0,12.0,83.0,32.0,17.0,25.0,82.0,42.0,35.0,3.09,5.3,16.68,4.0,7.0,17.0,213.0,159.0,159.0,15.0,2.39,3.37,3.37,24.09,24.09,23.57,108.26,24.37,7.52,19.49,3.65,55.02,38.96,22.69,24.37,22.69,99.0,50.0,65.0,214.0,27.0,15.0,3.0,12.0,0.0,43.0,52.0,72.0,122.0,8.0,16.0,99.0,26.0,13.0,21.0,71.0,44.0,34.0,2.72,5.34,16.31,7.0,3.0,17.0,214.0,149.0,149.0,9.0,2.1,5.9,5.9,20.57,20.57,20.11
PHI,2024,PHI,PHI,Team Level,all,51,0.52,0.48,0.5,186744.0,1524.71,156.36,106.29,365.32,51.54,813.58,587.92,149.71,157.1,150.38,1401.0,680.0,787.0,2868.0,151.0,158.0,19.0,282.0,4.0,570.0,916.0,1250.0,1930.0,171.0,379.0,1437.0,1046.0,275.0,745.0,1495.0,402.0,184.0,42.73,51.84,61.79,55.0,52.0,44.0,2866.84,2081.0,2082.1,363.0,23.52,33.28,33.28,146.59,146.98,144.04,1496.96,147.02,98.85,359.15,49.73,808.26,601.99,140.26,147.67,140.85,1362.0,703.0,1016.0,3081.0,170.0,153.0,18.0,253.0,1.0,636.0,852.0,1192.0,1895.0,184.0,403.0,1393.0,1116.0,264.0,723.0,1520.0,389.0,156.0,43.73,48.8,54.48,68.0,53.0,49.0,3101.48,2065.0,2081.54,354.0,21.81,36.43,36.43,132.4,133.04,130.26
PHI,2024,PHI,PHI,Team Level,5on5,51,0.54,0.48,0.51,153564.0,1224.59,109.48,82.03,307.27,41.45,651.79,479.98,104.46,110.23,105.13,1128.0,544.0,643.0,2315.0,101.0,132.0,15.0,233.0,2.0,450.0,754.0,1027.0,1571.0,151.0,336.0,1170.0,970.0,225.0,672.0,1238.0,316.0,118.0,35.23,40.85,33.4,48.0,38.0,15.0,2313.84,1672.0,1673.09,330.0,17.05,26.96,26.96,99.58,99.97,98.19,1178.5,93.85,74.65,297.81,39.17,641.65,480.89,90.23,94.5,90.81,1055.0,573.0,852.0,2480.0,116.0,112.0,12.0,213.0,1.0,491.0,695.0,939.0,1512.0,163.0,358.0,1060.0,1030.0,230.0,642.0,1268.0,279.0,81.0,35.76,35.28,22.8,58.0,41.0,17.0,2500.48,1628.0,1644.54,327.0,15.46,22.94,23.19,86.11,86.76,85.38
PHI,2024,PHI,PHI,Team Level,4on5,51,0.12,0.12,0.14,11961.0,28.74,3.54,1.87,4.12,0.98,9.66,18.82,3.52,3.54,3.52,29.0,10.0,7.0,46.0,3.0,2.0,0.0,2.0,0.0,5.0,27.0,26.0,36.0,4.0,11.0,76.0,29.0,18.0,16.0,22.0,12.0,5.0,0.67,1.63,1.24,1.0,2.0,0.0,46.0,39.0,39.0,15.0,0.43,0.27,0.27,3.7,3.7,3.7,170.87,25.6,14.69,36.09,5.53,97.86,52.24,24.17,25.6,24.17,157.0,75.0,92.0,324.0,23.0,25.0,3.0,22.0,0.0,92.0,70.0,134.0,209.0,9.0,21.0,115.0,20.0,13.0,44.0,138.0,55.0,39.0,4.0,6.86,14.74,2.0,6.0,15.0,324.0,232.0,232.0,5.0,3.8,7.26,7.01,22.38,22.38,21.45
PHI,2024,PHI,PHI,Team Level,5on4,51,0.85,0.82,0.79,13332.0,152.16,18.26,14.08,32.44,5.38,92.7,48.13,17.47,18.26,17.47,136.0,75.0,83.0,294.0,19.0,15.0,4.0,35.0,1.0,66.0,75.0,117.0,192.0,10.0,20.0,108.0,15.0,15.0,32.0,153.0,32.0,26.0,3.74,4.05,10.47,2.0,5.0,12.0,294.0,211.0,211.0,3.0,3.66,2.68,2.68,19.23,19.23,18.59,39.33,3.2,2.0,5.77,1.39,13.73,29.91,3.17,3.2,3.17,51.0,5.0,7.0,63.0,4.0,1.0,0.0,6.0,0.0,10.0,35.0,47.0,52.0,4.0,8.0,119.0,40.0,8.0,16.0,43.0,11.0,2.0,1.25,1.33,0.63,1.0,3.0,0.0,63.0,56.0,56.0,13.0,0.46,0.33,0.33,3.33,3.33,3.32
PIT,2024,PIT,PIT,Team Level,other,52,0.35,0.45,0.44,5516.0,70.38,14.04,5.4,12.78,2.52,40.48,24.78,13.22,14.04,13.22,60.0,40.0,45.0,145.0,17.0,2.0,1.0,7.0,1.0,46.0,27.0,43.0,83.0,3.0,6.0,64.0,23.0,8.0,11.0,62.0,24.0,14.0,2.52,3.08,8.44,6.0,4.0,7.0,145.0,100.0,100.0,4.0,1.56,0.75,0.75,14.85,14.85,14.03,89.71,26.56,6.31,14.96,3.11,46.78,28.28,24.31,26.56,24.31,77.0,49.0,50.0,176.0,30.0,11.0,5.0,10.0,0.0,37.0,38.0,47.0,96.0,2.0,4.0,60.0,21.0,4.0,19.0,59.0,28.0,39.0,2.36,3.8,20.4,4.0,7.0,19.0,176.0,126.0,126.0,9.0,1.78,3.59,3.59,24.76,24.76,23.18
PIT,2024,PIT,PIT,Team Level,all,52,0.48,0.5,0.49,189739.0,1648.69,162.82,116.14,405.39,57.12,892.41,631.13,154.26,163.16,154.62,1479.0,786.0,910.0,3175.0,150.0,199.0,21.0,322.0,4.0,701.0,889.0,1329.0,2115.0,165.0,348.0,1537.0,999.0,281.0,742.0,1659.0,413.0,193.0,46.58,51.57,64.67,55.0,52.0,43.0,3172.15,2265.0,2261.6,327.0,25.89,41.65,41.65,147.05,147.42,143.44,1702.56,174.95,113.8,411.17,57.36,919.05,672.66,165.93,176.08,166.97,1608.0,741.0,858.0,3207.0,187.0,174.0,20.0,329.0,3.0,740.0,916.0,1421.0,2162.0,173.0,378.0,1428.0,1085.0,271.0,738.0,1713.0,450.0,186.0,48.88,56.91,69.17,64.0,66.0,57.0,3230.52,2349.0,2367.61,371.0,25.19,34.28,34.28,165.87,166.98,161.57
PIT,2024,PIT,PIT,Team Level,5on5,52,0.5,0.5,0.5,155428.0,1308.67,112.66,86.61,335.68,45.23,708.5,517.32,107.68,113.01,108.04,1166.0,640.0,763.0,2569.0,97.0,151.0,14.0,266.0,3.0,553.0,736.0,1069.0,1709.0,150.0,316.0,1222.0,940.0,248.0,663.0,1357.0,324.0,125.0,37.25,40.53,34.88,43.0,41.0,13.0,2566.15,1806.0,1802.6,301.0,18.0,30.59,30.59,100.06,100.42,98.5,1328.27,111.64,85.23,337.84,44.94,716.97,531.38,107.23,112.78,108.27,1246.0,582.0,694.0,2522.0,127.0,136.0,12.0,258.0,3.0,569.0,735.0,1119.0,1701.0,163.0,360.0,1114.0,1016.0,232.0,649.0,1383.0,341.0,104.0,38.86,43.47,29.31,54.0,55.0,18.0,2545.52,1828.0,1846.61,331.0,17.7,25.35,25.44,103.9,105.01,103.15
PIT,2024,PIT,PIT,Team Level,4on5,52,0.05,0.08,0.1,14190.0,24.77,1.83,1.22,4.24,0.91,8.16,17.63,1.81,1.83,1.81,26.0,8.0,5.0,39.0,0.0,0.0,0.0,3.0,0.0,6.0,25.0,26.0,34.0,6.0,12.0,114.0,26.0,13.0,23.0,29.0,3.0,2.0,0.85,0.47,0.51,0.0,0.0,0.0,39.0,34.0,34.0,17.0,0.28,0.0,0.0,2.12,2.12,2.09,228.73,32.41,19.36,49.23,7.36,136.42,72.22,30.17,32.41,30.17,225.0,92.0,108.0,425.0,27.0,21.0,3.0,55.0,0.0,126.0,88.0,198.0,290.0,8.0,14.0,140.0,9.0,14.0,49.0,211.0,66.0,40.0,5.95,7.72,18.74,4.0,3.0,20.0,425.0,317.0,317.0,13.0,5.04,4.87,4.78,32.67,32.67,30.75
PIT,2024,PIT,PIT,Team Level,5on4,52,0.89,0.83,0.81,14605.0,244.86,34.28,22.91,52.69,8.46,135.28,71.39,31.55,34.28,31.55,227.0,98.0,97.0,422.0,36.0,46.0,6.0,46.0,0.0,96.0,101.0,191.0,289.0,6.0,14.0,137.0,10.0,12.0,45.0,211.0,62.0,52.0,5.96,7.48,20.85,6.0,7.0,23.0,422.0,325.0,325.0,5.0,6.05,10.31,10.31,30.03,30.03,28.81,55.86,4.33,2.9,9.14,1.96,18.89,40.78,4.22,4.33,4.22,60.0,18.0,6.0,84.0,3.0,6.0,0.0,6.0,0.0,8.0,55.0,57.0,75.0,0.0,0.0,114.0,39.0,21.0,21.0,60.0,15.0,3.0,1.69,1.92,0.72,2.0,1.0,0.0,84.0,78.0,78.0,18.0,0.67,0.47,0.47,4.53,4.53,4.5
NYI,2024,NYI,NYI,Team Level,other,48,0.49,0.47,0.48,6423.0,92.57,18.82,7.15,16.51,3.21,57.48,28.84,17.96,18.82,17.96,84.0,48.0,42.0,174.0,17.0,6.0,2.0,13.0,2.0,55.0,39.0,67.0,115.0,5.0,18.0,76.0,21.0,11.0,17.0,73.0,36.0,23.0,2.92,4.18,11.73,3.0,3.0,11.0,174.0,132.0,132.0,9.0,2.0,1.47,1.47,19.36,19.36,18.48,104.92,19.97,7.58,19.16,3.36,57.67,35.25,19.05,19.97,19.05,106.0,37.0,54.0,197.0,26.0,6.0,3.0,10.0,0.0,50.0,51.0,80.0,117.0,3.0,6.0,66.0,16.0,8.0,14.0,81.0,33.0,29.0,3.55,4.29,12.13,3.0,4.0,19.0,197.0,143.0,143.0,4.0,2.18,2.13,2.13,20.02,20.02,19.18
NYI,2024,NYI,NYI,Team Level,all,48,0.49,0.5,0.51,174850.0,1501.25,137.31,101.78,368.72,51.4,828.81,591.99,132.08,137.83,132.57,1375.0,705.0,806.0,2886.0,128.0,137.0,16.0,303.0,3.0,692.0,817.0,1247.0,1952.0,118.0,257.0,1493.0,1082.0,244.0,718.0,1571.0,369.0,140.0,45.25,45.59,46.47,43.0,53.0,32.0,2887.5,2080.0,2082.33,347.0,22.62,27.33,27.35,132.57,132.85,129.54,1479.55,143.96,98.46,356.9,48.88,793.44,579.37,138.44,144.62,139.03,1354.0,667.0,823.0,2844.0,140.0,156.0,13.0,233.0,3.0,643.0,846.0,1214.0,1881.0,128.0,275.0,1193.0,1074.0,268.0,695.0,1506.0,348.0,167.0,42.69,44.35,56.92,48.0,42.0,50.0,2849.01,2021.0,2027.22,351.0,21.83,33.66,33.66,132.12,132.55,129.95
